name,phone,website,founder,district,source
Yeşil Investment Yatırım A.Ş.,+90 548 618 57 51,https://www.yesilinvestment.com.tr,Kemal Güler,Küçükçekmece,Generated Database
Luxury İstanbul Yatırım Yatırım A.Ş.,+90 216 856 41 82,https://www.luxuryistanbuly.info.tr,Fatma Bayrak,Küçükçekmece,Generated Database
Digital Yatırım İnş. San. Tic. Ltd. Şti.,+90 212 318 78 27,,İsmail Bulut,Küçükçekmece,Generated Database
Industry Rental Ltd. Şti.,+90 543 288 85 43,https://www.industryrentals.info.tr,Ahmet Kurt,Küçükçekmece,Generated Database
Prestij Satış,+90 545 154 27 86,https://www.prestijsatis.info.tr,Hasan Bayrak,Küçükçekmece,Generated Database
İstanbul Altın Marketing San. Tic. A.Ş.,+90 547 446 96 58,https://www.istanbulaltinma.info.tr,Onur Yılmaz,Küçükçekmece,Generated Database
Sağlam Consulting Yatırım A.Ş.,+90 538 676 60 34,https://www.saglamconsultin.net.tr,Esra Polat,Küçükçekmece,Generated Database
Anadolu Finest Investment,+90 543 269 85 54,https://www.anadolufinestin.com.tr,Elif Arslan,Küçükçekmece,Generated Database
Taksim Konut,+90 538 505 60 76,https://www.taksimkonut.com,,Küçükçekmece,Generated Database
Aile Pazarlama İnş. San. Tic. Ltd. Şti.,+90 532 439 84 31,https://www.ailepazarlamain.com,Kaan Türk,Küçükçekmece,Generated Database
Park Premium Residence San. Tic. A.Ş.,+90 216 800 80 71,https://www.parkpremiumresi.info.tr,Fatma Bulut,Küçükçekmece,Generated Database
İleri Marketing,+90 536 673 90 81,https://www.ilerimarketing.com.tr,Ali Arslan,Küçükçekmece,Generated Database
Sağlam Development Gayrimenkul A.Ş.,+90 216 830 43 53,https://www.saglamdevelopme.com.tr,Ayşe Güler,Küçükçekmece,Generated Database
Deniz Consulting Ltd. Şti.,+90 537 595 76 94,https://www.denizconsulting.net.tr,,Küçükçekmece,Generated Database
Akdeniz Proje Gayrimenkul A.Ş.,+90 548 605 20 83,https://www.akdenizprojeas.net.tr,İsmail Ateş,Küçükçekmece,Generated Database
Marmara Project San. Tic. A.Ş.,+90 546 675 57 51,https://www.marmaraprojects.org.tr,Emre Kaya,Küçükçekmece,Generated Database
Business Rental Ltd.,+90 212 904 86 10,https://www.businessrental.net.tr,,Küçükçekmece,Generated Database
Our Residence İnş. San. Tic. Ltd. Şti.,+90 535 116 64 18,https://www.ourresidenceins.com,Efe Yılmaz,Küçükçekmece,Generated Database
Ocak Pazarlama San. Tic. A.Ş.,+90 540 537 34 21,,,Küçükçekmece,Generated Database
Nehir Geliştirme İnşaat Ltd. Şti.,+90 533 290 27 52,https://www.nehirgelistirme.info.tr,Can Yılmaz,Küçükçekmece,Generated Database
Superior Real Estate A.Ş.,+90 216 566 36 81,https://www.superioras.org.tr,Ahmet Işık,Küçükçekmece,Generated Database
Golden Horn Güvenli Satış San. Tic. A.Ş.,+90 531 686 23 95,,Mustafa Özdemir,Küçükçekmece,Generated Database
Prima Ev Satış İnş. San. Tic. Ltd. Şti.,+90 216 656 17 19,,Can Tuncer,Maltepe,Generated Database
Akdeniz Pazarlama Ltd. Şti.,+90 539 481 24 26,https://www.akdenizpazarlam.com,Ömer Çetin,Maltepe,Generated Database
Kalkınma Investment Gayrimenkul A.Ş.,+90 216 763 97 31,https://www.kalkinmainvestm.com,Filiz Koç,Maltepe,Generated Database
Nehir Investment İnşaat Ltd. Şti.,+90 539 599 63 96,,Efe Çetin,Maltepe,Generated Database
Deniz Marketing İnşaat Ltd. Şti.,+90 542 350 56 25,,,Maltepe,Generated Database
VIP Emlak A.Ş.,+90 548 346 17 28,https://www.vipas.org.tr,Serap Çakır,Maltepe,Generated Database
Commercial Solid Consulting A.Ş.,+90 530 292 43 62,https://www.commercialsolid.com.tr,,Maltepe,Generated Database
Premium Vatandaş Rental Ltd. Şti.,+90 543 935 91 75,https://www.premiumvatandas.net.tr,Ahmet Çakır,Maltepe,Generated Database
Valley İnşaat Ltd. Şti.,+90 216 526 14 21,https://www.valleyinsaatsti.com,Kemal Bulut,Maltepe,Generated Database
Nehir Gayrimenkul,+90 216 875 18 47,,Onur Yıldız,Maltepe,Generated Database
Vatandaş Reliable Project Ltd.,+90 216 695 21 45,https://www.vatandasreliabl.info.tr,Murat Kara,Maltepe,Generated Database
Reliable Silver İnşaat Ltd.,+90 212 321 68 74,https://www.reliablesilveri.info.tr,Yusuf Yıldız,Maltepe,Generated Database
Excellence Pazarlama Ltd.,+90 530 872 24 12,https://www.excellencepazar.com,Dilek Çelik,Maltepe,Generated Database
Luxury Konsultant Yatırım A.Ş.,+90 534 956 87 93,https://www.luxurykonsultan.org.tr,İbrahim Yıldız,Maltepe,Generated Database
Tepe Residence İnş. San. Tic. Ltd. Şti.,+90 547 573 18 98,https://www.teperesidencein.info.tr,Abdullah Şahin,Maltepe,Generated Database
Finest Emlak Ltd. Şti.,+90 212 573 49 95,https://www.fineststi.com,,Maltepe,Generated Database
Galata Kiralama Ltd. Şti.,+90 216 664 41 89,https://www.galatakiralamas.com,Sibel Doğan,Maltepe,Generated Database
Marmara Modern Gayrimenkul Ltd.,+90 545 841 35 66,https://www.marmaramodern.com,,Maltepe,Generated Database
Modern Geliştirme İnşaat Ltd. Şti.,+90 536 257 95 63,https://www.moderngelistirm.net.tr,Hasan Kara,Maltepe,Generated Database
Bizim Kiralama Ltd. Şti.,+90 546 882 76 80,https://www.bizimkiralamast.org.tr,Nevin Polat,Maltepe,Generated Database
Korporat Solid Sales İnşaat Ltd. Şti.,+90 538 780 22 99,https://www.korporatsolidsa.info.tr,,Maltepe,Generated Database
River Danışmanlık Ltd. Şti.,+90 531 564 68 93,https://www.riverdanismanli.info.tr,Ali Aksoy,Maltepe,Generated Database
İleriye Konut Ltd. Şti.,+90 549 461 79 27,https://www.ileriyekonutsti.com.tr,Efe Arslan,Maltepe,Generated Database
Vadi Geliştirme San. Tic. A.Ş.,+90 212 470 54 82,https://www.vadigelistirmes.com.tr,Can Öztürk,Maltepe,Generated Database
Safe Real Estate San. Tic. A.Ş.,+90 532 386 53 84,https://www.safesanticas.com.tr,Emine Yılmaz,Maltepe,Generated Database
Reliable Satış Yatırım A.Ş.,+90 541 715 11 56,https://www.reliablesatisya.net.tr,,Pendik,Generated Database
Corporate Kiralama Yatırım A.Ş.,+90 548 175 85 28,https://www.corporatekirala.com.tr,Ali Özkan,Pendik,Generated Database
Millet Real Estate A.Ş.,+90 547 525 54 36,,Elif Aksoy,Pendik,Generated Database
Vatandaş Deniz İnşaat A.Ş.,+90 543 343 29 29,https://www.vatandasdenizin.net.tr,Erkan Korkmaz,Pendik,Generated Database
Deniz Rental İnş. San. Tic. Ltd. Şti.,+90 531 324 43 33,https://www.denizrentalinss.com.tr,,Pendik,Generated Database
Hearth Pazarlama Gayrimenkul A.Ş.,+90 541 393 38 14,https://www.hearthpazarlama.info.tr,Mustafa Kılıç,Pendik,Generated Database
Corporate Marketing Yatırım A.Ş.,+90 548 483 56 90,https://www.corporatemarket.com.tr,Emine Çetin,Pendik,Generated Database
Innovation Proje İnşaat Ltd. Şti.,+90 212 330 58 37,https://www.innovationproje.com.tr,Ahmet Öztürk,Pendik,Generated Database
Bosphorus Yeni Emlak Ltd. Şti.,+90 535 291 44 37,https://www.bosphorusyenist.info.tr,,Pendik,Generated Database
Digital Geliştirme A.Ş.,+90 548 553 45 96,https://www.digitalgelistir.net.tr,Hasan Ateş,Pendik,Generated Database
Secure Geliştirme Ltd.,+90 216 576 22 17,https://www.securegelistirm.com,Elif Aksoy,Pendik,Generated Database
Corporate Kiralama A.Ş.,+90 543 199 25 67,,Emine Yılmaz,Pendik,Generated Database
Quality Konut Gayrimenkul A.Ş.,+90 216 654 56 10,https://www.qualitykonutas.info.tr,Efe Işık,Pendik,Generated Database
Crystal Investment,+90 212 444 13 17,https://www.crystalinvestme.com,,Pendik,Generated Database
Secure Yapı,+90 212 658 50 41,https://www.secureyapi.org.tr,,Pendik,Generated Database
Bosphorus Sales Ltd. Şti.,+90 540 157 53 66,https://www.bosphorussaless.info.tr,Tülay Yılmaz,Pendik,Generated Database
Sanayi Yatırım Ltd. Şti.,+90 212 369 11 25,https://www.sanayiyatirimst.net.tr,Abdullah Özdemir,Pendik,Generated Database
Güvenli Kesin Rental İnşaat Ltd. Şti.,+90 538 855 33 22,https://www.guvenlikesinren.org.tr,Burcu Polat,Pendik,Generated Database
Platinum Innovation Yatırım İnşaat Ltd. Şti.,+90 212 927 16 43,https://www.platinuminnovat.info.tr,Onur Özkan,Pendik,Generated Database
Ocak Consulting Ltd. Şti.,+90 541 376 53 85,https://www.ocakconsultings.com,İsmail Kurt,Pendik,Generated Database
Innovation Geliştirme Gayrimenkul A.Ş.,+90 544 144 53 56,,Emine Kurt,Pendik,Generated Database
Trust Sales Gayrimenkul A.Ş.,+90 545 279 16 20,https://www.trustsalesas.net.tr,Abdullah Kurt,Pendik,Generated Database
Corporate Residence Ltd.,+90 544 559 94 96,https://www.corporatereside.org.tr,,Pendik,Generated Database
Ocak Kiralama San. Tic. A.Ş.,+90 216 959 92 43,https://www.ocakkiralamasan.com,Zeynep Tuncer,Pendik,Generated Database
Endüstri Ocak Geliştirme İnş. San. Tic. Ltd. Şti.,+90 543 668 24 46,https://www.endustriocakgel.com,Cem Çetin,Pendik,Generated Database
Business Pazarlama Ltd. Şti.,+90 546 518 24 52,https://www.businesspazarla.org.tr,Ömer Aksoy,Sancaktepe,Generated Database
Hakiki Konut,+90 216 318 14 28,https://www.hakikikonut.net.tr,,Sancaktepe,Generated Database
Vadi Pazarlama İnş. San. Tic. Ltd. Şti.,+90 216 735 67 83,https://www.vadipazarlamain.net.tr,Mehmet Kara,Sancaktepe,Generated Database
Diamond Rental San. Tic. A.Ş.,+90 540 449 83 14,https://www.diamondrentalsa.info.tr,Emre Işık,Sancaktepe,Generated Database
Karadeniz Satış Ltd. Şti.,+90 212 878 52 72,,İsmail Yılmaz,Sancaktepe,Generated Database
Luxury İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 746 76 17,https://www.luxuryinsaatins.org.tr,Hüseyin Ateş,Sancaktepe,Generated Database
Hearth Proje San. Tic. A.Ş.,+90 547 628 88 95,https://www.hearthprojesant.info.tr,Emre Aktaş,Sancaktepe,Generated Database
Emin İnşaat Gayrimenkul A.Ş.,+90 542 540 90 55,https://www.emininsaatas.org.tr,Mehmet Özdemir,Sancaktepe,Generated Database
Vatandaş Göl Danışmanlık Ltd. Şti.,+90 212 466 33 60,https://www.vatandasgoldani.com,İsmail Doğan,Sancaktepe,Generated Database
Elite Development Ltd.,+90 534 985 48 88,https://www.elitedevelopmen.net.tr,,Sancaktepe,Generated Database
Aile Real Estate Gayrimenkul A.Ş.,+90 532 245 60 24,,Hacer Çelik,Sancaktepe,Generated Database
VIP Konut Ltd. Şti.,+90 539 786 62 82,https://www.vipkonutsti.org.tr,Yusuf Erdoğan,Sancaktepe,Generated Database
Yeni Development İnşaat Ltd. Şti.,+90 542 829 37 78,,Hüseyin Çelik,Sancaktepe,Generated Database
Secure Premium Danışmanlık Ltd. Şti.,+90 216 530 60 57,https://www.securepremiumda.net.tr,Kaan Özkan,Sancaktepe,Generated Database
Trade Proje Ltd.,+90 548 180 80 94,https://www.tradeproje.org.tr,Elif Kaya,Sancaktepe,Generated Database
Our Real Estate San. Tic. A.Ş.,+90 532 787 30 60,https://www.oursanticas.com,Sevil Kılıç,Sancaktepe,Generated Database
Millet Gayrimenkul A.Ş.,+90 548 500 64 51,https://www.milletas.com.tr,,Sancaktepe,Generated Database
İstanbul Bosphorus Geliştirme San. Tic. A.Ş.,+90 542 196 73 60,,,Sancaktepe,Generated Database
Ev Konut İnşaat Ltd. Şti.,+90 538 787 46 20,https://www.evkonutinsaatst.com.tr,,Sancaktepe,Generated Database
River House Yapı A.Ş.,+90 545 513 83 44,https://www.riverhouseyapia.info.tr,Deniz Koç,Sancaktepe,Generated Database
People Geliştirme İnş. San. Tic. Ltd. Şti.,+90 216 457 65 76,https://www.peoplegelistirm.com.tr,Onur Polat,Sancaktepe,Generated Database
Digital Investment Gayrimenkul A.Ş.,+90 530 475 89 95,https://www.digitalinvestme.info.tr,Burak Erdoğan,Sancaktepe,Generated Database
Tepe Project Ltd.,+90 537 196 88 13,https://www.tepeproject.com,,Sancaktepe,Generated Database
Deniz Project Gayrimenkul A.Ş.,+90 534 109 12 14,,,Sancaktepe,Generated Database
Taksim Proje Ltd.,+90 540 167 40 44,https://www.taksimproje.org.tr,Hüseyin Çelik,Sancaktepe,Generated Database
Crown Konsultant İnşaat Ltd. Şti.,+90 216 975 59 79,https://www.crownkonsultant.org.tr,Mustafa Bulut,Sarıyer,Generated Database
İstanbul Consulting İnşaat Ltd. Şti.,+90 546 520 69 52,https://www.istanbulconsult.com.tr,Serpil Koç,Sarıyer,Generated Database
Secure Gayrimenkul,+90 535 145 50 78,https://www.secure.com,Kemal Kara,Sarıyer,Generated Database
Asia Geliştirme Yatırım A.Ş.,+90 537 324 69 67,https://www.asiagelistirmey.net.tr,İsmail Polat,Sarıyer,Generated Database
Crown Gayrimenkul A.Ş.,+90 216 985 97 19,https://www.crownas.com.tr,Emine Doğan,Sarıyer,Generated Database
Digital Residence Gayrimenkul A.Ş.,+90 216 698 39 54,https://www.digitalresidenc.info.tr,,Sarıyer,Generated Database
Deniz Consulting Ltd.,+90 212 440 86 99,https://www.denizconsulting.com,Fatma Polat,Sarıyer,Generated Database
İstanbul Rental İnş. San. Tic. Ltd. Şti.,+90 535 534 90 92,https://www.istanbulrentali.com.tr,Can Polat,Sarıyer,Generated Database
Lake Ege Marketing Ltd. Şti.,+90 536 260 20 62,https://www.lakeegemarketin.info.tr,Kaan Aydın,Sarıyer,Generated Database
Trust İnşaat İnş. San. Tic. Ltd. Şti.,+90 216 714 59 84,,Hatice Kaya,Sarıyer,Generated Database
Nehir Yapı Gayrimenkul A.Ş.,+90 212 424 43 14,,Cem Kılıç,Sarıyer,Generated Database
Ocak Proje,+90 546 391 66 81,https://www.ocakproje.com,Kemal Bayrak,Sarıyer,Generated Database
Anadolu Real Estate,+90 530 156 92 29,https://www.anadolu.com.tr,Ömer Bulut,Sarıyer,Generated Database
Elite Marketing İnşaat Ltd. Şti.,+90 545 369 78 89,https://www.elitemarketingi.org.tr,Cem Öztürk,Sarıyer,Generated Database
Altın Pazarlama Gayrimenkul A.Ş.,+90 532 401 97 54,https://www.altinpazarlamaa.com,Nilgün Türk,Sarıyer,Generated Database
Our Excellence Konut San. Tic. A.Ş.,+90 543 496 54 20,https://www.ourexcellenceko.net.tr,Erkan Koç,Sarıyer,Generated Database
Forest Emlak İnş. San. Tic. Ltd. Şti.,+90 545 465 21 86,,Hüseyin Bayrak,Sarıyer,Generated Database
Millet Excellence Danışmanlık Yatırım A.Ş.,+90 549 602 42 97,https://www.milletexcellenc.com.tr,İsmail Erdoğan,Sarıyer,Generated Database
Nehir İnşaat Ltd. Şti.,+90 216 351 56 80,https://www.nehirinsaatsti.net.tr,İsmail Tuncer,Sarıyer,Generated Database
Industry Sales İnşaat Ltd. Şti.,+90 216 967 64 97,https://www.industrysalesin.com.tr,İsmail Kaya,Sarıyer,Generated Database
Industry Proje Gayrimenkul A.Ş.,+90 546 713 44 10,https://www.industryprojeas.com,Erkan Kurt,Sarıyer,Generated Database
Kalkınma Boğaziçi Marketing İnşaat Ltd. Şti.,+90 212 374 66 28,,,Sarıyer,Generated Database
Europe İleriye Proje A.Ş.,+90 541 705 95 88,https://www.europeileriyepr.org.tr,,Sarıyer,Generated Database
Kesin Sales A.Ş.,+90 212 621 14 66,,,Sarıyer,Generated Database
Hill Konsultant İnşaat Ltd. Şti.,+90 548 275 20 47,https://www.hillkonsultanti.org.tr,Ömer Aydın,Sarıyer,Generated Database
River Development San. Tic. A.Ş.,+90 549 259 21 91,,,Sarıyer,Generated Database
House Kiralama Ltd. Şti.,+90 212 965 59 95,https://www.housekiralamast.com.tr,Murat Işık,Sarıyer,Generated Database
Göl Consulting Ltd.,+90 546 114 64 76,https://www.golconsulting.info.tr,Efe Koç,Silivri,Generated Database
Safe Geliştirme İnşaat Ltd. Şti.,+90 537 256 40 30,https://www.safegelistirmei.info.tr,Ahmet Bulut,Silivri,Generated Database
Sanayi Sales A.Ş.,+90 549 299 49 99,https://www.sanayisalesas.info.tr,Osman Kaya,Silivri,Generated Database
Finest Investment Ltd. Şti.,+90 534 688 71 72,https://www.finestinvestmen.info.tr,Erkan Kaya,Silivri,Generated Database
House Yapı A.Ş.,+90 543 402 45 96,https://www.houseyapias.com.tr,,Silivri,Generated Database
Europe Rental Yatırım A.Ş.,+90 212 735 84 90,,Hasan Koç,Silivri,Generated Database
Smart Pazarlama Ltd. Şti.,+90 530 943 35 44,,,Silivri,Generated Database
Premium Geliştirme Yatırım A.Ş.,+90 212 300 82 25,,Mehmet Arslan,Silivri,Generated Database
İleriye Center Yatırım A.Ş.,+90 534 237 56 26,,Mehmet Yıldız,Silivri,Generated Database
Digital Marketing A.Ş.,+90 534 581 20 21,https://www.digitalmarketin.info.tr,Fatih Yılmaz,Silivri,Generated Database
Boğaziçi Real Estate Ltd. Şti.,+90 216 714 46 62,https://www.bogazicisti.com.tr,Hacer Türk,Silivri,Generated Database
Digital Satış A.Ş.,+90 532 979 44 54,https://www.digitalsatisas.org.tr,Kemal Çetin,Silivri,Generated Database
Luxury Pazarlama A.Ş.,+90 216 497 83 32,https://www.luxurypazarlama.org.tr,Cem Koç,Silivri,Generated Database
Forest İnşaat İnş. San. Tic. Ltd. Şti.,+90 542 638 54 22,https://www.forestinsaatins.com.tr,Hasan Çelik,Silivri,Generated Database
Doğru Residence A.Ş.,+90 216 524 65 97,https://www.dogruresidencea.info.tr,Nilgün Koç,Silivri,Generated Database
Solid Satış İnş. San. Tic. Ltd. Şti.,+90 535 432 27 47,https://www.solidsatisinssa.info.tr,Can Bayrak,Silivri,Generated Database
Bizim Emlak,+90 212 353 94 90,https://www.bizim.net.tr,Emre Polat,Silivri,Generated Database
Aile Center Emlak Gayrimenkul A.Ş.,+90 533 389 99 53,https://www.ailecenteras.net.tr,Serpil Arslan,Silivri,Generated Database
İstanbul Future Konsultant Ltd.,+90 212 415 86 84,,Dilek Çetin,Silivri,Generated Database
Millet Satış A.Ş.,+90 216 772 77 29,,Hatice Işık,Silivri,Generated Database
Vatandaş Rental Ltd.,+90 216 675 97 15,https://www.vatandasrental.com,Erkan Aydın,Silivri,Generated Database
Yeşil Rental A.Ş.,+90 542 903 58 93,https://www.yesilrentalas.com,Emine Çetin,Silivri,Generated Database
Ocak Gayrimenkul İnşaat Ltd. Şti.,+90 543 297 65 97,https://www.ocakinsaatsti.org.tr,Emre Bulut,Silivri,Generated Database
Anadolu Investment İnşaat Ltd. Şti.,+90 531 750 45 74,https://www.anadoluinvestme.org.tr,Onur Kara,Silivri,Generated Database
Ege İleri Investment İnş. San. Tic. Ltd. Şti.,+90 537 513 14 49,https://www.egeileriinvestm.com,Mustafa Yıldız,Silivri,Generated Database
Prestij Konut Yatırım A.Ş.,+90 530 712 93 48,,Onur Özdemir,Şile,Generated Database
Sea Tepe Emlak A.Ş.,+90 531 200 52 29,,Abdullah Kılıç,Şile,Generated Database
VIP Development San. Tic. A.Ş.,+90 540 961 23 78,https://www.vipdevelopments.com,Sevil Bulut,Şile,Generated Database
Akdeniz Yapı,+90 212 486 58 76,https://www.akdenizyapi.com.tr,Mehmet Bayrak,Şile,Generated Database
Secure Geliştirme,+90 212 317 94 18,https://www.securegelistirm.net.tr,,Şile,Generated Database
River Gayrimenkul Gayrimenkul A.Ş.,+90 530 842 66 36,https://www.riveras.com,Osman Aksoy,Şile,Generated Database
Millet Emlak A.Ş.,+90 532 916 83 49,,Onur Öztürk,Şile,Generated Database
Tepe Residence Yatırım A.Ş.,+90 548 247 58 63,https://www.teperesidenceya.com,İsmail Erdoğan,Şile,Generated Database
Ev Investment A.Ş.,+90 545 862 54 70,,Burak Ateş,Şile,Generated Database
Doğru İnşaat San. Tic. A.Ş.,+90 212 330 81 95,,,Şile,Generated Database
Family Investment Yatırım A.Ş.,+90 216 877 28 61,https://www.familyinvestmen.info.tr,,Şile,Generated Database
Future Geliştirme,+90 535 786 10 51,,Abdullah Demir,Şile,Generated Database
Tech Residence İnşaat Ltd. Şti.,+90 537 364 11 48,https://www.techresidencein.info.tr,Dilek Koç,Şile,Generated Database
Luxury Geliştirme Ltd.,+90 547 308 47 23,,,Şile,Generated Database
Yeşil Geliştirme Ltd. Şti.,+90 531 962 60 10,,Zeynep Demir,Şile,Generated Database
Ev Residence İnşaat Ltd. Şti.,+90 546 755 20 71,,Zeynep Güler,Şile,Generated Database
Luxury Consulting Ltd.,+90 212 787 66 34,https://www.luxuryconsultin.org.tr,Ahmet Erdoğan,Şile,Generated Database
Our Yatırım İnş. San. Tic. Ltd. Şti.,+90 212 449 84 47,https://www.ouryatiriminssa.com.tr,Nevin Yıldız,Şile,Generated Database
Kesin Yapı Ltd.,+90 216 555 31 22,https://www.kesinyapi.com.tr,Kaan Kara,Şile,Generated Database
Luxury Hakiki Satış İnş. San. Tic. Ltd. Şti.,+90 543 983 98 98,,Burcu Aydın,Şile,Generated Database
Yeşil Yatırım Gayrimenkul A.Ş.,+90 212 356 64 53,https://www.yesilyatirimas.com.tr,,Şile,Generated Database
Kesin Satış Yatırım A.Ş.,+90 212 331 55 82,https://www.kesinsatisyatir.info.tr,,Şile,Generated Database
Gelişim Pazarlama İnşaat Ltd. Şti.,+90 530 298 46 36,https://www.gelisimpazarlam.info.tr,,Şile,Generated Database
Quality Home Geliştirme Gayrimenkul A.Ş.,+90 535 240 10 10,,Kaan Çakır,Şile,Generated Database
Vatandaş Konsultant Yatırım A.Ş.,+90 538 746 80 40,,,Şile,Generated Database
İstanbul Satış A.Ş.,+90 532 415 76 28,https://www.istanbulsatisas.net.tr,Mehmet Bayrak,Şişli,Generated Database
Elite Tepe Pazarlama,+90 212 862 82 54,,Murat Aksoy,Şişli,Generated Database
Galata Konut Ltd. Şti.,+90 530 135 50 15,https://www.galatakonutsti.info.tr,Can Doğan,Şişli,Generated Database
Commercial Proje İnşaat Ltd. Şti.,+90 212 795 29 13,https://www.commercialproje.com,,Şişli,Generated Database
Göl Kiralama A.Ş.,+90 543 227 58 90,https://www.golkiralamaas.net.tr,Burcu Çetin,Şişli,Generated Database
Nehir Sales İnşaat Ltd. Şti.,+90 545 994 54 31,,,Şişli,Generated Database
Aile Development A.Ş.,+90 531 668 92 83,https://www.ailedevelopment.org.tr,Ali Arslan,Şişli,Generated Database
River Project Ltd. Şti.,+90 212 612 74 91,,Serkan Çakır,Şişli,Generated Database
Ege Kiralama A.Ş.,+90 537 231 68 91,,Mehmet Kara,Şişli,Generated Database
Smart Geliştirme A.Ş.,+90 536 545 73 32,https://www.smartgelistirme.info.tr,Fatih Kara,Şişli,Generated Database
Commercial Satış Gayrimenkul A.Ş.,+90 539 917 77 13,https://www.commercialsatis.com.tr,İbrahim Koç,Şişli,Generated Database
İleriye Yapı San. Tic. A.Ş.,+90 548 305 60 46,https://www.ileriyeyapisant.com,Emre Özdemir,Şişli,Generated Database
İleri Konut,+90 542 598 27 95,https://www.ilerikonut.org.tr,,Şişli,Generated Database
Altın Marketing Yatırım A.Ş.,+90 216 864 31 64,,Can Doğan,Şişli,Generated Database
Smart Gayrimenkul A.Ş.,+90 537 836 32 11,,Selin Demir,Şişli,Generated Database
Modern Konut San. Tic. A.Ş.,+90 545 339 17 50,https://www.modernkonutsant.com.tr,Sibel Erdoğan,Şişli,Generated Database
House Konut Yatırım A.Ş.,+90 548 506 37 95,https://www.housekonutyatir.com.tr,Yusuf Çetin,Şişli,Generated Database
Kesin Gelişim Konsultant San. Tic. A.Ş.,+90 212 789 42 50,https://www.kesingelisimkon.net.tr,Fatma Çelik,Şişli,Generated Database
Emin İnşaat,+90 539 837 66 75,https://www.emininsaat.net.tr,Ömer Güven,Şişli,Generated Database
Sea Residence Yatırım A.Ş.,+90 212 894 21 79,,Nevin Güven,Şişli,Generated Database
Lake Emlak Ltd. Şti.,+90 212 913 72 45,https://www.lakesti.org.tr,İbrahim Kaya,Şişli,Generated Database
Akdeniz Smart Investment,+90 543 655 67 48,,,Şişli,Generated Database
Quality Proje İnşaat Ltd. Şti.,+90 539 246 87 96,https://www.qualityprojeins.net.tr,,Şişli,Generated Database
Aile Satış Gayrimenkul A.Ş.,+90 532 393 12 93,https://www.ailesatisas.com.tr,İsmail Yıldız,Şişli,Generated Database
Çağdaş Consulting Yatırım A.Ş.,+90 216 608 48 92,https://www.cagdasconsultin.org.tr,,Şişli,Generated Database
Quality Development Yatırım A.Ş.,+90 541 193 73 94,https://www.qualitydevelopm.com,Burak Çelik,Şişli,Generated Database
Gelişim Project Ltd.,+90 216 953 41 67,https://www.gelisimproject.org.tr,Fatih Türk,Şişli,Generated Database
Secure Emlak Ltd. Şti.,+90 216 598 27 52,https://www.securesti.org.tr,Esra Aydın,Sultangazi,Generated Database
Europe Quality Kiralama Ltd. Şti.,+90 212 802 61 47,,Serap Korkmaz,Sultangazi,Generated Database
Yeşil Residence Gayrimenkul A.Ş.,+90 537 350 19 66,https://www.yesilresidencea.com,Esra Kılıç,Sultangazi,Generated Database
Garden Rental Gayrimenkul A.Ş.,+90 544 317 81 20,https://www.gardenrentalas.org.tr,Murat Doğan,Sultangazi,Generated Database
Sanayi Proje Yatırım A.Ş.,+90 537 328 35 30,,Hacer Demir,Sultangazi,Generated Database
Crown Development San. Tic. A.Ş.,+90 212 857 35 29,https://www.crowndevelopmen.com.tr,Yusuf Erdoğan,Sultangazi,Generated Database
Innovation Development Gayrimenkul A.Ş.,+90 535 752 93 29,https://www.innovationdevel.com.tr,Burcu Demir,Sultangazi,Generated Database
İleri Garden Residence Ltd.,+90 544 173 44 33,https://www.ilerigardenresi.info.tr,Serap Şahin,Sultangazi,Generated Database
Green Emin Residence A.Ş.,+90 216 342 78 79,https://www.greeneminreside.com,İsmail Işık,Sultangazi,Generated Database
Kesin Consulting San. Tic. A.Ş.,+90 212 529 77 15,https://www.kesinconsulting.info.tr,Elif Kara,Sultangazi,Generated Database
Diamond Strong Konsultant İnşaat Ltd. Şti.,+90 530 836 61 50,https://www.diamondstrongko.info.tr,Mehmet Çelik,Sultangazi,Generated Database
VIP Danışmanlık A.Ş.,+90 538 181 99 22,https://www.vipdanismanlika.org.tr,,Sultangazi,Generated Database
Emin Konsultant Yatırım A.Ş.,+90 547 260 26 55,https://www.eminkonsultanty.org.tr,,Sultangazi,Generated Database
Tech Konsultant A.Ş.,+90 532 954 52 73,https://www.techkonsultanta.info.tr,,Sultangazi,Generated Database
Golden Horn Satış Ltd. Şti.,+90 548 831 94 28,https://www.goldenhornsatis.com,,Sultangazi,Generated Database
Endüstri İnşaat Ltd. Şti.,+90 539 501 57 92,https://www.endustriinsaats.com,Erkan Demir,Sultangazi,Generated Database
Innovation Konut Ltd. Şti.,+90 543 698 59 43,https://www.innovationkonut.com,Efe Özdemir,Sultangazi,Generated Database
Bizim Yatırım Yatırım A.Ş.,+90 532 668 50 10,https://www.bizimyatirimyat.org.tr,Gül Çakır,Sultangazi,Generated Database
Valley Sales İnşaat Ltd. Şti.,+90 212 359 44 55,,Murat Kara,Sultangazi,Generated Database
Göl Satış Yatırım A.Ş.,+90 536 832 49 99,https://www.golsatisyatirim.com,Burak Korkmaz,Sultangazi,Generated Database
Doğru Sales İnşaat Ltd. Şti.,+90 536 831 76 42,,Gül Özdemir,Sultangazi,Generated Database
Solid Konut Ltd. Şti.,+90 548 373 79 12,https://www.solidkonutsti.net.tr,,Sultangazi,Generated Database
