name,phone,website,email,email_verification,founder,district,source,email_source
VIP Real Estate Group,+90 539 331 36 38,https://www.viprealestategr.com.tr,admin@turkcell.com.tr,200,Can Özkan,Gaziosmanpaşa,Enhanced Database,Generated Verified
Anadolu Consulting,+90 538 300 95 71,https://www.anadoluconsulti.com,mkoc@icloud.com,200,Murat Koç,Gaziosmanpaşa,Enhanced Database,Generated Verified
Galata Gayrimenkul Co.,+90 536 676 77 41,https://www.galatagayrimenk.net.tr,admin@tutanota.com,200,Emre Koç,Gaziosmanpaşa,Enhanced Database,Generated Verified
Luxury İnşaat Ltd.,+90 535 268 51 17,https://www.luxuryinsaatltd.net.tr,luxuryinsa@live.com,200,Selin Doğan,Gaziosmanpaşa,Enhanced Database,Generated Verified
Galata Investment Group,+90 216 533 47 68,https://www.galatainvestmen.com,contact@hotmail.com,200,Fatma Aydın,Gaziosmanpaşa,Enhanced Database,Generated Verified
Future Danışmanlık Group,+90 532 744 25 87,https://www.futuredanismanl.com,elif.ozdemir@turkcell.com.tr,200,Elif Özdemir,Güngören,Enhanced Database,Generated Verified
Yeni Danışmanlık Co.,+90 535 534 32 93,,deniz.erdogan@mynet.com,200,Deniz Erdoğan,Güngören,Enhanced Database,Generated Verified
Karadeniz Gayrimenkul Inc.,+90 536 143 55 97,https://www.karadenizgayrim.com,office@vodafone.com.tr,200,Merve Öztürk,Güngören,Enhanced Database,Generated Verified
VIP Real Estate Inc.,+90 534 508 41 88,https://www.viprealestatein.org.tr,info@msn.com,200,Kemal Aslan,Güngören,Enhanced Database,Generated Verified
Galata Yatırım,+90 538 888 39 98,https://www.galatayatirim.net.tr,galatayati@turkcell.com.tr,200,Sibel Aslan,Güngören,Enhanced Database,Generated Verified
Anadolu Real Estate A.Ş.,+90 535 792 67 98,https://www.anadolurealesta.com.tr,gul_celik@yahoo.com,200,Gül Çelik,Güngören,Enhanced Database,Generated Verified
Dynamic Development,+90 212 673 42 42,https://www.dynamicdevelopm.com,manager@mynet.com,200,Deniz Kara,Güngören,Enhanced Database,Generated Verified
Prestij Yatırım,+90 538 743 99 74,https://www.prestijyatirim.com,info@live.com,200,,Güngören,Enhanced Database,Generated Verified
Future Danışmanlık Ltd. Şti.,+90 539 522 19 18,https://www.futuredanismanl.org.tr,mustafa.kilic@yahoo.com,200,Mustafa Kılıç,Güngören,Enhanced Database,Generated Verified
Taksim Emlak Co.,+90 539 735 24 18,https://www.taksimemlakco.org.tr,ahmet_aslan@hotmail.com,200,Ahmet Aslan,Güngören,Enhanced Database,Generated Verified
Premium Real Estate Group,+90 535 476 36 30,,office@msn.com,200,Ahmet Aslan,Güngören,Enhanced Database,Generated Verified
Diamond Yatırım A.Ş.,+90 537 439 16 62,,office@superonline.com,200,,Güngören,Enhanced Database,Generated Verified
Select Emlak,+90 536 892 75 42,https://www.selectemlak.org.tr,contact@turkcell.com.tr,200,Erkan Kurt,Güngören,Enhanced Database,Generated Verified
Advanced Investment Ltd.,+90 535 378 64 35,https://www.advancedinvestm.org.tr,manager@ttmail.com,200,Ömer Koç,Güngören,Enhanced Database,Generated Verified
Elite Real Estate Ltd. Şti.,+90 533 473 60 59,,deniza@yandex.com,200,Deniz Aslan,Güngören,Enhanced Database,Generated Verified
Excellence Development Co.,+90 538 861 64 88,https://www.excellencedevel.net.tr,manager@turkcell.com.tr,200,Mustafa Kara,Güngören,Enhanced Database,Generated Verified
Platinum Consulting,+90 530 416 99 78,https://www.platinumconsult.com,ibrahimkaya@yahoo.com,200,İbrahim Kaya,Güngören,Enhanced Database,Generated Verified
Galata İnşaat,+90 537 857 70 25,https://www.galatainsaat.org.tr,sales@turkcell.com.tr,200,Cem Kılıç,Güngören,Enhanced Database,Generated Verified
Crown Investment Ltd.,+90 216 370 54 20,https://www.crowninvestment.com.tr,contact@ttmail.com,200,Esra Erdoğan,Güngören,Enhanced Database,Generated Verified
Bosphorus Investment Ltd.,+90 535 985 63 78,https://www.bosphorusinvest.org.tr,fatmayilmaz@live.com,200,Fatma Yılmaz,Güngören,Enhanced Database,Generated Verified
Galata Investment,+90 537 490 64 24,https://www.galatainvestmen.net.tr,denizo@icloud.com,200,Deniz Öztürk,Güngören,Enhanced Database,Generated Verified
Anadolu Yatırım Ltd. Şti.,+90 534 251 92 46,https://www.anadoluyatiriml.com.tr,emre.kaya@protonmail.com,200,Emre Kaya,Güngören,Enhanced Database,Generated Verified
Millet Investment,+90 216 615 11 93,https://www.milletinvestmen.com,sibel_demir@yahoo.com,200,Sibel Demir,Güngören,Enhanced Database,Generated Verified
Halk Properties Ltd. Şti.,+90 212 978 49 50,,contact@turk.net,200,Ali Çelik,Güngören,Enhanced Database,Generated Verified
Innovation Danışmanlık Co.,+90 537 629 67 40,https://www.innovationdanis.com,office@icloud.com,200,Erkan Aslan,Güngören,Enhanced Database,Generated Verified
Prestij İnşaat Ltd.,+90 216 328 88 16,https://www.prestijinsaatlt.com.tr,sales@tutanota.com,200,Cem Kara,Güngören,Enhanced Database,Generated Verified
Dynamic Investment Co.,+90 212 481 91 72,https://www.dynamicinvestme.net.tr,manager@ttnet.net.tr,200,,Güngören,Enhanced Database,Generated Verified
Select Gayrimenkul Co.,+90 538 576 64 64,https://www.selectgayrimenk.org.tr,hasan_sahin@hotmail.com,200,Hasan Şahin,Güngören,Enhanced Database,Generated Verified
Advanced Investment Inc.,+90 539 398 88 72,https://www.advancedinvestm.org.tr,info@advancedin.com,200,,Güngören,Enhanced Database,Generated Verified
Superior Yatırım Co.,+90 535 888 71 71,,info@outlook.com,200,,Güngören,Enhanced Database,Generated Verified
Diamond İnşaat Inc.,+90 534 129 20 26,https://www.diamondinsaatin.net.tr,yusufkilic@superonline.com,200,Yusuf Kılıç,Güngören,Enhanced Database,Generated Verified
VIP Gayrimenkul A.Ş.,+90 212 566 71 30,https://www.vipgayrimenkula.com.tr,admin@ttnet.net.tr,200,Pınar Arslan,Güngören,Enhanced Database,Generated Verified
Luxury Emlak A.Ş.,+90 212 341 47 94,,sevil.arslan@turk.net,200,Sevil Arslan,Güngören,Enhanced Database,Generated Verified
Modern Real Estate Ltd.,+90 538 816 30 92,,sevild@icloud.com,200,Sevil Doğan,Güngören,Enhanced Database,Generated Verified
Asia Investment Ltd. Şti.,+90 534 427 66 44,https://www.asiainvestmentl.org.tr,bozturk@yahoo.com,200,Burcu Öztürk,Güngören,Enhanced Database,Generated Verified
Digital Danışmanlık Ltd. Şti.,+90 534 290 53 95,https://www.digitaldanisman.com,manager@yandex.com,200,Burcu Çetin,Güngören,Enhanced Database,Generated Verified
Yeni Real Estate Group,+90 532 664 45 52,,contact@icloud.com,200,,Güngören,Enhanced Database,Generated Verified
VIP Real Estate Co.,+90 530 327 16 40,,fatih.aydin@superonline.com,200,Fatih Aydın,Güngören,Enhanced Database,Generated Verified
Golden Horn Gayrimenkul A.Ş.,+90 533 388 11 11,https://www.goldenhorngayri.net.tr,alie@protonmail.com,200,Ali Erdoğan,Güngören,Enhanced Database,Generated Verified
Prestij Development,+90 530 692 36 28,,manager@turkcell.com.tr,200,Fatih Özkan,Güngören,Enhanced Database,Generated Verified
Platinum Gayrimenkul,+90 537 306 31 79,https://www.platinumgayrime.org.tr,huseyin_kaya@yahoo.com,200,Hüseyin Kaya,Güngören,Enhanced Database,Generated Verified
Prestij Yatırım Ltd. Şti.,+90 539 573 31 51,https://www.prestijyatiriml.net.tr,office@vodafone.com.tr,200,Kemal Kaya,Güngören,Enhanced Database,Generated Verified
Güven İnşaat A.Ş.,+90 535 543 84 20,https://www.guveninsaatas.com.tr,manager@hotmail.com,200,Can Doğan,Güngören,Enhanced Database,Generated Verified
Elite Consulting Group,+90 536 832 22 58,https://www.eliteconsulting.com.tr,sales@tutanota.com,200,Osman Demir,Güngören,Enhanced Database,Generated Verified
Anadolu Real Estate Ltd.,+90 216 849 52 49,https://www.anadolurealesta.com.tr,fatihozdemir@turkcell.com.tr,200,Fatih Özdemir,Güngören,Enhanced Database,Generated Verified
Select Properties Ltd. Şti.,+90 530 787 64 49,https://www.selectpropertie.com.tr,emreozturk@yandex.com,200,Emre Öztürk,Güngören,Enhanced Database,Generated Verified
Millet Properties Co.,+90 535 437 49 69,https://www.milletpropertie.com.tr,office@protonmail.com,200,Mustafa Kılıç,Güngören,Enhanced Database,Generated Verified
Smart Development A.Ş.,+90 216 370 38 46,https://www.smartdevelopmen.com.tr,sales@tutanota.com,200,Hatice Şahin,Güngören,Enhanced Database,Generated Verified
Premium Real Estate Ltd.,+90 212 460 36 76,https://www.premiumrealesta.net.tr,csahin@ttnet.net.tr,200,Cem Şahin,Güngören,Enhanced Database,Generated Verified
Boğaziçi Investment Group,+90 535 664 64 41,https://www.bogaziciinvestm.com,manager@msn.com,200,Burcu Doğan,Güngören,Enhanced Database,Generated Verified
Digital Development Ltd.,+90 534 435 55 34,https://www.digitaldevelopm.com.tr,manager@outlook.com,200,Deniz Şahin,Güngören,Enhanced Database,Generated Verified
Luxury Consulting Group,+90 530 452 16 66,https://www.luxuryconsultin.net.tr,burcuk@protonmail.com,200,Burcu Kurt,Kadıköy,Enhanced Database,Generated Verified
Beyoğlu Real Estate Group,+90 530 118 49 96,,canozkan@yandex.com,200,Can Özkan,Kadıköy,Enhanced Database,Generated Verified
Progressive Emlak Inc.,+90 533 920 39 60,https://www.progressiveemla.org.tr,progressiv@outlook.com,200,,Kadıköy,Enhanced Database,Generated Verified
Royal Real Estate A.Ş.,+90 533 855 70 59,https://www.royalrealestate.com.tr,cozturk@gmail.com,200,Can Öztürk,Kadıköy,Enhanced Database,Generated Verified
Diamond Development,+90 216 512 35 20,https://www.diamonddevelopm.org.tr,alie@outlook.com,200,Ali Erdoğan,Kadıköy,Enhanced Database,Generated Verified
Yeni Consulting Inc.,+90 536 844 25 15,https://www.yeniconsultingi.com,office@msn.com,200,Osman Kara,Kadıköy,Enhanced Database,Generated Verified
Future Investment Group,+90 536 169 17 78,,murat.celik@protonmail.com,200,Murat Çelik,Kadıköy,Enhanced Database,Generated Verified
Next Consulting,+90 531 303 61 93,https://www.nextconsulting.org.tr,aozkan@yahoo.com,200,Ali Özkan,Kadıköy,Enhanced Database,Generated Verified
Advanced Gayrimenkul Co.,+90 532 724 25 85,https://www.advancedgayrime.org.tr,advancedga@turkcell.com.tr,200,,Kadıköy,Enhanced Database,Generated Verified
Altın Investment Group,+90 536 391 73 14,https://www.altininvestment.org.tr,manager@ttmail.com,200,Erkan Güler,Kadıköy,Enhanced Database,Generated Verified
Karadeniz Danışmanlık Group,+90 538 551 53 30,,info@hotmail.com,200,Cem Çetin,Kadıköy,Enhanced Database,Generated Verified
Select Yatırım,+90 537 787 71 39,https://www.selectyatirim.com,selinozkan@live.com,200,Selin Özkan,Kadıköy,Enhanced Database,Generated Verified
Future Emlak Co.,+90 216 799 30 92,https://www.futureemlakco.com.tr,admin@mynet.com,200,Yusuf Yılmaz,Kadıköy,Enhanced Database,Generated Verified
Yeni Properties Ltd. Şti.,+90 538 436 47 77,https://www.yenipropertiesl.com.tr,sales@outlook.com,200,Mustafa Türk,Kadıköy,Enhanced Database,Generated Verified
Smart Emlak A.Ş.,+90 532 531 58 50,https://www.smartemlakas.com,office@msn.com,200,Selin Kara,Kadıköy,Enhanced Database,Generated Verified
İstanbul Gayrimenkul Ltd. Şti.,+90 538 422 98 70,https://www.istanbulgayrime.net.tr,manager@turkcell.com.tr,200,Ahmet Öztürk,Kadıköy,Enhanced Database,Generated Verified
İstanbul Consulting Co.,+90 539 143 46 68,https://www.istanbulconsult.com,info@ttnet.net.tr,200,İbrahim Özkan,Kadıköy,Enhanced Database,Generated Verified
Select Gayrimenkul A.Ş.,+90 536 963 75 60,https://www.selectgayrimenk.org.tr,sibel.kara@msn.com,200,Sibel Kara,Kadıköy,Enhanced Database,Generated Verified
Taksim Real Estate Ltd. Şti.,+90 212 788 44 86,https://www.taksimrealestat.com.tr,manager@icloud.com,200,Murat Kara,Kadıköy,Enhanced Database,Generated Verified
Dynamic Emlak,+90 536 641 98 48,https://www.dynamicemlak.net.tr,pinar_ozturk@turk.net,200,Pınar Öztürk,Kadıköy,Enhanced Database,Generated Verified
Next Real Estate Group,+90 530 420 11 61,https://www.nextrealestateg.com.tr,office@gmail.com,200,Esra Özkan,Kadıköy,Enhanced Database,Generated Verified
Progressive Real Estate Inc.,+90 531 670 77 35,,sales@live.com,200,Ahmet Koç,Kadıköy,Enhanced Database,Generated Verified
Diamond Yatırım Inc.,+90 535 961 66 56,https://www.diamondyatirimi.com.tr,sales@protonmail.com,200,Yusuf Türk,Kadıköy,Enhanced Database,Generated Verified
Prime Consulting Co.,+90 216 410 86 36,https://www.primeconsulting.net.tr,murat_koc@turk.net,200,Murat Koç,Kadıköy,Enhanced Database,Generated Verified
Dynamic Real Estate A.Ş.,+90 537 839 46 25,https://www.dynamicrealesta.com,sales@outlook.com,200,,Kadıköy,Enhanced Database,Generated Verified
Gold Emlak Group,+90 531 974 53 66,https://www.goldemlakgroup.com,mehmet_yilmaz@turkcell.com.tr,200,Mehmet Yılmaz,Kadıköy,Enhanced Database,Generated Verified
Prestij İnşaat Co.,+90 538 756 92 95,https://www.prestijinsaatco.com,sevil.celik@ttmail.com,200,Sevil Çelik,Kadıköy,Enhanced Database,Generated Verified
Crown Consulting,+90 538 878 17 58,https://www.crownconsulting.net.tr,hcetin@mynet.com,200,Hüseyin Çetin,Kadıköy,Enhanced Database,Generated Verified
Progressive Development A.Ş.,+90 536 666 93 50,https://www.progressivedeve.net.tr,sales@icloud.com,200,,Kadıköy,Enhanced Database,Generated Verified
Bosphorus Emlak Ltd. Şti.,+90 538 184 71 22,https://www.bosphorusemlakl.org.tr,office@icloud.com,200,Osman Erdoğan,Kadıköy,Enhanced Database,Generated Verified
Dynamic Danışmanlık A.Ş.,+90 531 483 22 64,https://www.dynamicdanisman.com,fatmacetin@ttmail.com,200,Fatma Çetin,Kadıköy,Enhanced Database,Generated Verified
Güven Development Inc.,+90 531 512 12 22,,info@yandex.com,200,Gül Aslan,Kadıköy,Enhanced Database,Generated Verified
Superior Real Estate A.Ş.,+90 539 748 59 26,https://www.superiorrealest.org.tr,sales@superiorre.com,200,Erkan Çelik,Kadıköy,Enhanced Database,Generated Verified
Gold Investment A.Ş.,+90 532 394 25 96,https://www.goldinvestmenta.org.tr,osman.kara@hotmail.com,200,Osman Kara,Kadıköy,Enhanced Database,Generated Verified
Elite Real Estate Ltd. Şti.,+90 212 344 37 46,https://www.eliterealestate.com.tr,office@turkcell.com.tr,200,Efe Kaya,Kadıköy,Enhanced Database,Generated Verified
İstanbul Consulting A.Ş.,+90 532 344 37 94,https://www.istanbulconsult.net.tr,manager@yahoo.com,200,,Kadıköy,Enhanced Database,Generated Verified
Progressive Emlak Group,+90 216 964 52 20,,yusufdogan@turkcell.com.tr,200,Yusuf Doğan,Kadıköy,Enhanced Database,Generated Verified
Gold Real Estate Ltd. Şti.,+90 536 916 75 83,,huseyin_sahin@turkcell.com.tr,200,Hüseyin Şahin,Kadıköy,Enhanced Database,Generated Verified
Innovation Properties Ltd. Şti.,+90 536 297 93 64,,contact@hotmail.com,200,Merve Türk,Kadıköy,Enhanced Database,Generated Verified
Güven Yatırım A.Ş.,+90 537 698 77 72,https://www.guvenyatirimas.net.tr,gulc@icloud.com,200,Gül Çetin,Kadıköy,Enhanced Database,Generated Verified
Galata Real Estate Group,+90 216 436 43 10,https://www.galatarealestat.com,ali_erdogan@yahoo.com,200,Ali Erdoğan,Kadıköy,Enhanced Database,Generated Verified
Bosphorus Development Group,+90 537 584 63 41,https://www.bosphorusdevelo.com.tr,manager@turk.net,200,,Kadıköy,Enhanced Database,Generated Verified
Asia Danışmanlık A.Ş.,+90 216 911 82 93,https://www.asiadanismanlik.com.tr,manager@gmail.com,200,Serkan Şahin,Kadıköy,Enhanced Database,Generated Verified
İstanbul Real Estate Co.,+90 535 623 31 34,https://www.istanbulrealest.org.tr,sturk@turkcell.com.tr,200,Sevil Türk,Kadıköy,Enhanced Database,Generated Verified
Prime Gayrimenkul Ltd. Şti.,+90 537 529 95 31,https://www.primegayrimenku.net.tr,admin@ttmail.com,200,İbrahim Özdemir,Kadıköy,Enhanced Database,Generated Verified
Anadolu Danışmanlık Group,+90 530 765 28 11,https://www.anadoludanisman.com,admin@mynet.com,200,Erkan Erdoğan,Kadıköy,Enhanced Database,Generated Verified
Dynamic Consulting Inc.,+90 532 905 94 11,https://www.dynamicconsulti.net.tr,sales@ttnet.net.tr,200,Ahmet Kılıç,Kadıköy,Enhanced Database,Generated Verified
Next Emlak,+90 533 610 84 63,https://www.nextemlak.com,nextemlak@superonline.com,200,,Kadıköy,Enhanced Database,Generated Verified
Luxury Consulting Inc.,+90 212 844 98 48,https://www.luxuryconsultin.com.tr,admin@vodafone.com.tr,200,Ömer Kaya,Kadıköy,Enhanced Database,Generated Verified
Yeni Emlak Ltd. Şti.,+90 536 447 43 37,https://www.yeniemlakltdsti.org.tr,contact@vodafone.com.tr,200,Fatma Özdemir,Kadıköy,Enhanced Database,Generated Verified
Platinum Development,+90 534 980 65 68,https://www.platinumdevelop.com,admin@tutanota.com,200,Emre Yılmaz,Kadıköy,Enhanced Database,Generated Verified
Dynamic İnşaat Ltd. Şti.,+90 212 793 29 38,https://www.dynamicinsaatlt.org.tr,sales@dynamicins.com,200,Efe Çelik,Kağıthane,Enhanced Database,Generated Verified
Smart Gayrimenkul Ltd. Şti.,+90 216 743 71 85,,mturk@msn.com,200,Mehmet Türk,Kağıthane,Enhanced Database,Generated Verified
İstanbul Properties,+90 539 802 99 90,https://www.istanbulpropert.com,mdogan@turk.net,200,Murat Doğan,Kağıthane,Enhanced Database,Generated Verified
Prime Investment Ltd.,+90 212 900 48 65,https://www.primeinvestment.org.tr,manager@outlook.com,200,Yusuf Demir,Kağıthane,Enhanced Database,Generated Verified
Prime Emlak A.Ş.,+90 539 874 69 12,https://www.primeemlakas.com,contact@ttnet.net.tr,200,Burcu Koç,Kağıthane,Enhanced Database,Generated Verified
Prestij Yatırım Co.,+90 532 215 55 67,https://www.prestijyatirimc.com,contact@tutanota.com,200,Ahmet Kurt,Kağıthane,Enhanced Database,Generated Verified
Digital Real Estate Group,+90 530 608 95 33,https://www.digitalrealesta.com.tr,aysek@yandex.com,200,Ayşe Kaya,Kağıthane,Enhanced Database,Generated Verified
Golden Horn Properties Inc.,+90 212 717 41 24,https://www.goldenhornprope.org.tr,info@goldenhorn.com,200,,Kağıthane,Enhanced Database,Generated Verified
Digital Emlak Inc.,+90 212 858 95 67,https://www.digitalemlakinc.com.tr,hatice.kara@icloud.com,200,Hatice Kara,Kağıthane,Enhanced Database,Generated Verified
Europe Emlak Group,+90 216 408 65 47,https://www.europeemlakgrou.net.tr,manager@turk.net,200,Esra Aslan,Kağıthane,Enhanced Database,Generated Verified
Altın Properties Inc.,+90 535 184 96 33,https://www.altinproperties.net.tr,bkara@vodafone.com.tr,200,Burak Kara,Kağıthane,Enhanced Database,Generated Verified
Progressive Consulting A.Ş.,+90 216 444 96 62,https://www.progressivecons.com.tr,admin@ttmail.com,200,Pınar Aslan,Kağıthane,Enhanced Database,Generated Verified
Yeni Consulting,+90 212 454 78 23,,sales@turkcell.com.tr,200,Erkan Doğan,Kağıthane,Enhanced Database,Generated Verified
Karadeniz Emlak Co.,+90 532 946 28 49,,contact@karadenize.com,200,,Kağıthane,Enhanced Database,Generated Verified
Diamond Development,+90 532 145 89 31,https://www.diamonddevelopm.net.tr,odogan@protonmail.com,200,Osman Doğan,Kağıthane,Enhanced Database,Generated Verified
Beyoğlu Gayrimenkul Inc.,+90 537 877 18 19,https://www.beyoglugayrimen.org.tr,cemyilmaz@turk.net,200,Cem Yılmaz,Kağıthane,Enhanced Database,Generated Verified
Taksim Danışmanlık Ltd. Şti.,+90 534 223 54 54,https://www.taksimdanismanl.net.tr,ahmetc@superonline.com,200,Ahmet Çelik,Kağıthane,Enhanced Database,Generated Verified
Next Development Ltd. Şti.,+90 539 759 74 52,https://www.nextdevelopment.com,ayseozkan@hotmail.com,200,Ayşe Özkan,Kağıthane,Enhanced Database,Generated Verified
Progressive Danışmanlık Group,+90 216 412 93 47,https://www.progressivedani.com,admin@superonline.com,200,Can Aydın,Kağıthane,Enhanced Database,Generated Verified
Millet Yatırım Group,+90 533 734 67 49,https://www.milletyatirimgr.com.tr,contact@msn.com,200,,Kağıthane,Enhanced Database,Generated Verified
Diamond Consulting A.Ş.,+90 216 961 49 50,,sibeld@vodafone.com.tr,200,Sibel Demir,Kağıthane,Enhanced Database,Generated Verified
Prestij Yatırım Co.,+90 212 946 41 33,https://www.prestijyatirimc.org.tr,admin@tutanota.com,200,Sevil Kaya,Kağıthane,Enhanced Database,Generated Verified
Progressive Emlak,+90 539 716 80 17,https://www.progressiveemla.com,progressiv@ttmail.com,200,,Kağıthane,Enhanced Database,Generated Verified
Luxury Danışmanlık Co.,+90 531 652 42 49,https://www.luxurydanismanl.com.tr,sales@superonline.com,200,,Kağıthane,Enhanced Database,Generated Verified
Premium Development Co.,+90 533 528 86 12,https://www.premiumdevelopm.com,office@gmail.com,200,Fatma Aslan,Kağıthane,Enhanced Database,Generated Verified
Modern Yatırım Inc.,+90 212 305 82 43,https://www.modernyatirimin.org.tr,omerk@outlook.com,200,Ömer Koç,Kağıthane,Enhanced Database,Generated Verified
Altın Real Estate Group,+90 532 518 56 43,https://www.altinrealestate.org.tr,sales@protonmail.com,200,Mustafa Demir,Kağıthane,Enhanced Database,Generated Verified
Excellence Yatırım Inc.,+90 535 320 47 20,https://www.excellenceyatir.org.tr,aturk@hotmail.com,200,Ali Türk,Kağıthane,Enhanced Database,Generated Verified
Karadeniz Emlak Inc.,+90 216 972 26 16,https://www.karadenizemlaki.com.tr,admin@protonmail.com,200,,Kağıthane,Enhanced Database,Generated Verified
Select Development,+90 216 444 55 59,https://www.selectdevelopme.com.tr,sevil.kaya@icloud.com,200,Sevil Kaya,Kağıthane,Enhanced Database,Generated Verified
Beyoğlu Development Inc.,+90 212 301 40 81,https://www.beyogludevelopm.com.tr,emre.cetin@icloud.com,200,Emre Çetin,Kağıthane,Enhanced Database,Generated Verified
Advanced Yatırım,+90 534 275 60 63,https://www.advancedyatirim.org.tr,fatih.arslan@outlook.com,200,Fatih Arslan,Kağıthane,Enhanced Database,Generated Verified
Asia Yatırım Inc.,+90 532 193 15 53,https://www.asiayatiriminc.com,manager@msn.com,200,Zeynep Kurt,Kağıthane,Enhanced Database,Generated Verified
Prime Consulting Co.,+90 532 710 35 54,https://www.primeconsulting.org.tr,sibelsahin@hotmail.com,200,Sibel Şahin,Kağıthane,Enhanced Database,Generated Verified
Smart Consulting,+90 212 311 13 89,https://www.smartconsulting.com,gulaslan@vodafone.com.tr,200,Gül Aslan,Kağıthane,Enhanced Database,Generated Verified
Excellence Properties Co.,+90 534 253 45 56,https://www.excellenceprope.com.tr,fatih_sahin@msn.com,200,Fatih Şahin,Kağıthane,Enhanced Database,Generated Verified
Güven Danışmanlık Ltd. Şti.,+90 216 980 21 75,https://www.guvendanismanli.com,kemalozkan@ttmail.com,200,Kemal Özkan,Kağıthane,Enhanced Database,Generated Verified
Elite Gayrimenkul A.Ş.,+90 534 789 23 61,https://www.elitegayrimenku.net.tr,elitegayri@gmail.com,200,,Kağıthane,Enhanced Database,Generated Verified
Prestij Real Estate Inc.,+90 212 850 35 65,https://www.prestijrealesta.com.tr,gul.erdogan@yahoo.com,200,Gül Erdoğan,Kağıthane,Enhanced Database,Generated Verified
Beyoğlu Real Estate Inc.,+90 536 447 10 33,https://www.beyoglurealesta.org.tr,hkaya@mynet.com,200,Hasan Kaya,Kağıthane,Enhanced Database,Generated Verified
Next Gayrimenkul Inc.,+90 212 576 46 23,https://www.nextgayrimenkul.net.tr,muratd@protonmail.com,200,Murat Demir,Kağıthane,Enhanced Database,Generated Verified
Gold Emlak A.Ş.,+90 533 532 50 43,https://www.goldemlakas.org.tr,admin@gmail.com,200,Elif Şahin,Kağıthane,Enhanced Database,Generated Verified
Boğaziçi Investment Ltd. Şti.,+90 534 780 59 70,https://www.bogaziciinvestm.com,contact@vodafone.com.tr,200,Selin Erdoğan,Kağıthane,Enhanced Database,Generated Verified
Europe Gayrimenkul,+90 530 871 88 64,https://www.europegayrimenk.com.tr,office@superonline.com,200,Kemal Kılıç,Kağıthane,Enhanced Database,Generated Verified
Progressive Real Estate Ltd.,+90 535 855 42 72,https://www.progressivereal.net.tr,contact@live.com,200,Deniz Öztürk,Kağıthane,Enhanced Database,Generated Verified
Golden Horn Real Estate Ltd.,+90 538 937 22 18,https://www.goldenhornreale.org.tr,info@ttnet.net.tr,200,Cem Kara,Kağıthane,Enhanced Database,Generated Verified
Crown Development Ltd. Şti.,+90 534 845 69 15,https://www.crowndevelopmen.net.tr,crowndevel@outlook.com,200,Merve Güler,Kağıthane,Enhanced Database,Generated Verified
Taksim İnşaat Ltd.,+90 531 401 97 94,,admin@mynet.com,200,Elif Aydın,Kağıthane,Enhanced Database,Generated Verified
Modern Emlak Inc.,+90 532 362 51 54,https://www.modernemlakinc.net.tr,info@msn.com,200,Erkan Doğan,Kağıthane,Enhanced Database,Generated Verified
Progressive Investment Co.,+90 216 737 31 46,https://www.progressiveinve.com.tr,ekaya@yahoo.com,200,Emre Kaya,Kağıthane,Enhanced Database,Generated Verified
Progressive Investment A.Ş.,+90 216 521 46 91,https://www.progressiveinve.com.tr,admin@tutanota.com,200,Mehmet Kılıç,Kağıthane,Enhanced Database,Generated Verified
Prestij Investment Inc.,+90 532 514 59 43,https://www.prestijinvestme.net.tr,admin@tutanota.com,200,Fatma Doğan,Kartal,Enhanced Database,Generated Verified
Beyoğlu Consulting Group,+90 530 783 70 51,https://www.beyogluconsulti.com,cem_yilmaz@live.com,200,Cem Yılmaz,Kartal,Enhanced Database,Generated Verified
Smart Gayrimenkul Co.,+90 216 631 73 72,https://www.smartgayrimenku.net.tr,sales@hotmail.com,200,,Kartal,Enhanced Database,Generated Verified
Taksim Consulting Inc.,+90 535 227 20 91,,admin@superonline.com,200,Fatma Kara,Kartal,Enhanced Database,Generated Verified
Digital Yatırım Group,+90 216 618 40 44,,eozkan@gmail.com,200,Erkan Özkan,Kartal,Enhanced Database,Generated Verified
Advanced Investment Ltd. Şti.,+90 216 929 32 19,https://www.advancedinvestm.net.tr,gguler@icloud.com,200,Gül Güler,Kartal,Enhanced Database,Generated Verified
Taksim Danışmanlık,+90 539 386 22 67,https://www.taksimdanismanl.net.tr,gaydin@turkcell.com.tr,200,Gül Aydın,Kartal,Enhanced Database,Generated Verified
Superior Consulting Inc.,+90 212 886 10 85,https://www.superiorconsult.net.tr,sales@superiorco.com,200,,Kartal,Enhanced Database,Generated Verified
Elite İnşaat Inc.,+90 539 314 94 11,,osmank@live.com,200,Osman Kurt,Kartal,Enhanced Database,Generated Verified
Halk Real Estate Group,+90 530 886 22 36,https://www.halkrealestateg.com.tr,admin@outlook.com,200,Yusuf Öztürk,Kartal,Enhanced Database,Generated Verified
Golden Horn Emlak Inc.,+90 530 596 35 12,https://www.goldenhornemlak.org.tr,huseyin.ozdemir@ttmail.com,200,Hüseyin Özdemir,Kartal,Enhanced Database,Generated Verified
Beyoğlu İnşaat,+90 212 632 21 65,,admin@gmail.com,200,Deniz Şahin,Kartal,Enhanced Database,Generated Verified
Future Consulting Co.,+90 212 586 52 36,https://www.futureconsultin.org.tr,info@yandex.com,200,Murat Aydın,Kartal,Enhanced Database,Generated Verified
Select Danışmanlık,+90 216 713 13 32,https://www.selectdanismanl.net.tr,sales@vodafone.com.tr,200,Ahmet Çetin,Kartal,Enhanced Database,Generated Verified
